,Feature,Rank,Median_Total_Costs,Original_Category,Count
815,CCS Procedure Description,191,23246.48,LOBECTOMY/PNEUMONECTOMY,5365
816,CCS Procedure Description,192,23376.495000000003,"PHYS THER EXER, MANIPUL",12780
817,CCS Procedure Description,193,23388.11,OT OR GI THER PRCS,7411
818,CCS Procedure Description,194,24143.7,OT DX CARDIOVASC PRCS,1930
819,CCS Procedure Description,195,24178.715,LOC EXC LRG INTEST LESN,2552
820,CCS Procedure Description,196,24415.0,AMPUTATE LOWER EXTRMITY,7981
821,CCS Procedure Description,197,24822.91,SKIN GRAFT,1795
822,CCS Procedure Description,198,24905.875,GASTROSTOMY; TEMP/PERM,3608
823,CCS Procedure Description,199,25768.445,THERAPEUTIC RADIOLOGY,1802
824,CCS Procedure Description,200,26038.28,PRCS ON SPLEEN,436
825,CCS Procedure Description,201,26660.59,OTHER OR THER NERV SYS,5993
826,CCS Procedure Description,202,26932.39,SMALL BOWEL RESECTON,555
827,CCS Procedure Description,203,27203.38,PERIPH VASCULAR BYPASS,5151
828,CCS Procedure Description,204,28078.96,BONE MARROW BIOPSY,2625
829,CCS Procedure Description,205,28480.28,OT OR PRCS VES NOT HEAD,17045
830,CCS Procedure Description,206,28532.04,CARDIAC PACEMAKER/DEFIB,11633
831,CCS Procedure Description,207,28672.675,COLOSTOMY; TEMP/PERM,1098
832,CCS Procedure Description,208,29307.114999999998,OTHER DX NERV SYS PRCS,2070
833,CCS Procedure Description,209,29460.82,DES LES RETINA/CHOROID,39
834,CCS Procedure Description,210,30215.68,OTHER OR HEART PRCS,8795
835,CCS Procedure Description,211,30488.69,SWAN-GANZ CATH MONITOR,214
836,CCS Procedure Description,212,30683.120000000003,SPINAL FUSION,24144
837,CCS Procedure Description,213,31346.2,ILEO- & OT ENTER-OSTOMY,1094
838,CCS Procedure Description,214,33097.705,OT OR PRCS ON VES HEAD,3570
839,CCS Procedure Description,215,35577.19,INCISION & EXCISION CNS,5497
840,CCS Procedure Description,216,45214.14,COR ARTERY BYP GRF-CABG,8387
841,CCS Procedure Description,217,48673.68,AORTIC RESECTION; REPL,186
842,CCS Procedure Description,218,51827.994999999995,OT VASCULAR BYP/SHUNT,408
843,CCS Procedure Description,219,60142.62,HEART VALVE PRCS,11685
844,CCS Procedure Description,220,76476.72,KIDNEY TRANSPLANT,1335
845,CCS Procedure Description,221,91735.79,EXTRA CIRC AUX OPEN HRT,767
846,CCS Procedure Description,222,118687.97,BONE MARROW TRANSPLANT,1626
847,CCS Procedure Description,223,126825.735,TRACHEOSTOMY; TEMP/PERM,3886
848,CCS Procedure Description,224,196853.92,OT ORGAN TRANSPLANTATN,647
849,APR DRG Code,1,1671.635,581,1654
850,APR DRG Code,2,1947.22,640,190245
851,APR DRG Code,3,2334.52,589,390
852,APR DRG Code,4,2641.36,565,629
853,APR DRG Code,5,2656.885,770,13174
854,APR DRG Code,6,2949.985,626,8340
855,APR DRG Code,7,3507.775,563,2058
856,APR DRG Code,8,3843.02,633,3895
857,APR DRG Code,9,3861.86,955,43
858,APR DRG Code,10,4218.81,773,15207
859,APR DRG Code,11,4334.674999999999,566,13060
860,APR DRG Code,12,4351.22,564,527
861,APR DRG Code,13,4351.8,774,5212
862,APR DRG Code,14,4585.43,580,55
863,APR DRG Code,15,4614.29,755,4002
864,APR DRG Code,16,4795.795,811,1638
865,APR DRG Code,17,5060.705,251,5564
866,APR DRG Code,18,5098.61,561,3777
867,APR DRG Code,19,5273.88,532,1964
868,APR DRG Code,20,5343.215,203,12208
869,APR DRG Code,21,5437.14,775,21685
870,APR DRG Code,22,5525.985,198,13324
871,APR DRG Code,23,5564.9,113,10920
872,APR DRG Code,24,5584.555,756,3376
873,APR DRG Code,25,5589.345,249,20940
874,APR DRG Code,26,5631.6,54,4769
875,APR DRG Code,27,5637.82,639,6267
876,APR DRG Code,28,5667.16,754,11713
877,APR DRG Code,29,5717.87,111,5189
878,APR DRG Code,30,5765.924999999999,776,1896
879,APR DRG Code,31,5833.4349999999995,57,2320
880,APR DRG Code,32,5903.18,546,740
881,APR DRG Code,33,5978.94,465,5931
882,APR DRG Code,34,6026.98,723,4179
883,APR DRG Code,35,6115.2,97,1745
884,APR DRG Code,36,6116.715,422,10826
885,APR DRG Code,37,6177.209999999999,138,7228
886,APR DRG Code,38,6216.16,384,4165
887,APR DRG Code,39,6260.4400000000005,531,1564
888,APR DRG Code,40,6282.335,47,7842
889,APR DRG Code,41,6282.56,247,14009
890,APR DRG Code,42,6289.31,144,7561
891,APR DRG Code,43,6321.08,544,1762
892,APR DRG Code,44,6322.85,560,138842
893,APR DRG Code,45,6340.17,141,19613
894,APR DRG Code,46,6385.085,115,3832
895,APR DRG Code,47,6470.92,385,3566
896,APR DRG Code,48,6473.07,201,31805
897,APR DRG Code,49,6507.655,204,17602
898,APR DRG Code,50,6548.36,722,3477
899,APR DRG Code,51,6556.98,114,2297
900,APR DRG Code,52,6570.095,752,1584
901,APR DRG Code,53,6585.57,815,987
902,APR DRG Code,54,6618.96,282,14358
903,APR DRG Code,55,6639.555,383,32702
904,APR DRG Code,56,6696.445,812,10832
905,APR DRG Code,57,6753.68,772,18566
906,APR DRG Code,58,6790.175,82,2104
907,APR DRG Code,59,6832.530000000001,199,10232
908,APR DRG Code,60,6851.895,340,1974
909,APR DRG Code,61,6861.7,51,679
910,APR DRG Code,62,6971.095,53,25766
911,APR DRG Code,63,6991.7,244,14565
912,APR DRG Code,64,7018.505,420,22292
913,APR DRG Code,65,7042.22,542,4097
914,APR DRG Code,66,7061.34,501,2603
915,APR DRG Code,67,7112.005,425,12906
916,APR DRG Code,68,7145.66,342,6327
917,APR DRG Code,69,7154.64,351,14205
918,APR DRG Code,70,7173.13,816,4575
919,APR DRG Code,71,7176.09,663,14209
920,APR DRG Code,72,7219.92,254,18136
921,APR DRG Code,73,7251.34,243,5077
922,APR DRG Code,74,7278.24,861,12112
923,APR DRG Code,75,7305.965,463,30274
924,APR DRG Code,76,7331.18,341,2695
925,APR DRG Code,77,7357.63,468,4102
926,APR DRG Code,78,7549.06,48,5427
927,APR DRG Code,79,7624.6900000000005,139,34552
928,APR DRG Code,80,7665.06,207,6625
929,APR DRG Code,81,7677.25,541,3283
930,APR DRG Code,82,7718.84,245,5490
931,APR DRG Code,83,7722.285,246,1834
932,APR DRG Code,84,7738.52,347,14421
933,APR DRG Code,85,7900.955,813,4644
934,APR DRG Code,86,7902.29,135,4415
935,APR DRG Code,87,8041.615,140,43704
936,APR DRG Code,88,8059.75,545,1128
937,APR DRG Code,89,8074.21,196,1164
938,APR DRG Code,90,8163.52,758,2390
939,APR DRG Code,91,8226.21,844,1482
940,APR DRG Code,92,8260.38,46,991
941,APR DRG Code,93,8305.575,751,23944
942,APR DRG Code,94,8349.485,80,546
943,APR DRG Code,95,8486.54,284,8059
944,APR DRG Code,96,8523.29,724,3417
945,APR DRG Code,97,8542.865,483,464
946,APR DRG Code,98,8554.195,753,25430
947,APR DRG Code,99,8557.9,482,1775
948,APR DRG Code,100,8578.07,56,173
949,APR DRG Code,101,8634.0,134,9725
950,APR DRG Code,102,8678.78,197,11231
951,APR DRG Code,103,8693.994999999999,760,1002
952,APR DRG Code,104,8703.88,469,25029
953,APR DRG Code,105,8732.93,143,6280
954,APR DRG Code,106,8769.45,52,5897
955,APR DRG Code,107,8779.61,190,16708
956,APR DRG Code,108,8780.57,241,12105
957,APR DRG Code,109,8788.06,424,5143
958,APR DRG Code,110,8914.22,225,11877
959,APR DRG Code,111,8945.75,248,7945
960,APR DRG Code,112,9008.46,470,3772
961,APR DRG Code,113,9012.17,283,3371
962,APR DRG Code,114,9044.470000000001,662,8702
963,APR DRG Code,115,9127.075,226,1066
964,APR DRG Code,116,9128.29,252,3485
965,APR DRG Code,117,9141.53,894,1431
966,APR DRG Code,118,9358.98,446,3377
967,APR DRG Code,119,9372.27,517,563
968,APR DRG Code,120,9409.65,349,1791
969,APR DRG Code,121,9415.97,205,427
970,APR DRG Code,122,9441.07,95,117
971,APR DRG Code,123,9447.575,200,1476
972,APR DRG Code,124,9462.91,191,6527
973,APR DRG Code,125,9484.3,253,14643
974,APR DRG Code,126,9489.36,316,1154
975,APR DRG Code,127,9500.98,381,796
976,APR DRG Code,128,9733.119999999999,194,61678
977,APR DRG Code,129,9811.17,404,2025
978,APR DRG Code,130,9842.875,380,4016
979,APR DRG Code,131,9978.35,55,6842
980,APR DRG Code,132,10017.41,514,549
981,APR DRG Code,133,10037.86,242,1222
982,APR DRG Code,134,10051.880000000001,540,74558
983,APR DRG Code,135,10171.555,513,5878
984,APR DRG Code,136,10175.54,757,4991
985,APR DRG Code,137,10211.689999999999,421,3478
986,APR DRG Code,138,10288.55,279,3698
987,APR DRG Code,139,10299.465,364,5448
988,APR DRG Code,140,10308.71,228,2136
989,APR DRG Code,141,10346.49,423,809
990,APR DRG Code,142,10404.96,73,577
991,APR DRG Code,143,10431.2,466,8889
992,APR DRG Code,144,10443.08,956,197
993,APR DRG Code,145,10481.935,43,2338
994,APR DRG Code,146,10597.654999999999,530,1370
995,APR DRG Code,147,10662.525,519,7496
996,APR DRG Code,148,10713.56,280,3823
997,APR DRG Code,149,10840.75,403,18900
998,APR DRG Code,150,10931.26,518,1114
999,APR DRG Code,151,10968.58,98,2303
1000,APR DRG Code,152,10975.64,346,3506
1001,APR DRG Code,153,11091.11,206,2895
1002,APR DRG Code,154,11113.935,142,2154
1003,APR DRG Code,155,11146.154999999999,462,746
1004,APR DRG Code,156,11210.09,636,1307
1005,APR DRG Code,157,11255.16,661,3053
1006,APR DRG Code,158,11263.52,42,6403
1007,APR DRG Code,159,11282.555,721,7274
1008,APR DRG Code,160,11410.925,500,610
1009,APR DRG Code,161,11488.51,930,1728
1010,APR DRG Code,162,11511.015,461,990
1011,APR DRG Code,163,11591.91,133,18671
1012,APR DRG Code,164,11766.88,263,14495
1013,APR DRG Code,165,11781.125,45,25846
1014,APR DRG Code,166,11967.65,137,11711
1015,APR DRG Code,167,12007.705,660,6096
1016,APR DRG Code,168,12293.72,481,585
1017,APR DRG Code,169,12358.380000000001,720,97606
1018,APR DRG Code,170,12411.885,382,834
1019,APR DRG Code,171,12450.09,344,4445
1020,APR DRG Code,172,12516.74,694,2305
1021,APR DRG Code,173,12708.79,750,35607
1022,APR DRG Code,174,12785.66,445,439
1023,APR DRG Code,175,12797.955,110,710
1024,APR DRG Code,176,12868.58,281,4353
1025,APR DRG Code,177,13134.08,696,7711
1026,APR DRG Code,178,13158.17,893,629
1027,APR DRG Code,179,13173.405,192,13218
1028,APR DRG Code,180,13194.28,70,323
1029,APR DRG Code,181,13279.73,136,6147
1030,APR DRG Code,182,13321.17,132,405
1031,APR DRG Code,183,13336.95,484,1442
1032,APR DRG Code,184,13467.85,41,3627
1033,APR DRG Code,185,13660.904999999999,310,4330
1034,APR DRG Code,186,13670.45,634,2566
1035,APR DRG Code,187,13723.775000000001,227,5168
1036,APR DRG Code,188,13755.55,892,2482
1037,APR DRG Code,189,13781.58,240,5784
1038,APR DRG Code,190,13897.17,443,6536
1039,APR DRG Code,191,13915.875,58,17842
1040,APR DRG Code,192,14016.81,50,1306
1041,APR DRG Code,193,14180.015,44,5264
1042,APR DRG Code,194,14228.735,320,4220
1043,APR DRG Code,195,14295.66,93,274
1044,APR DRG Code,196,14313.43,480,2885
1045,APR DRG Code,197,14530.7,512,1501
1046,APR DRG Code,198,14562.779999999999,317,2610
1047,APR DRG Code,199,15095.4,92,1813
1048,APR DRG Code,200,15203.06,222,2757
1049,APR DRG Code,201,15509.685000000001,362,3176
1050,APR DRG Code,202,15521.62,223,5305
1051,APR DRG Code,203,15537.13,623,189
1052,APR DRG Code,204,15541.035,361,2184
1053,APR DRG Code,205,15940.825,791,3246
1054,APR DRG Code,206,16016.94,343,2947
1055,APR DRG Code,207,16024.689999999999,651,648
1056,APR DRG Code,208,16103.49,759,419
1057,APR DRG Code,209,16230.66,952,4351
1058,APR DRG Code,210,16656.97,442,3260
1059,APR DRG Code,211,16682.27,695,1596
1060,APR DRG Code,212,16692.585,862,7182
1061,APR DRG Code,213,16791.855000000003,510,452
1062,APR DRG Code,214,17103.135000000002,315,6902
1063,APR DRG Code,215,17178.745000000003,313,8904
1064,APR DRG Code,216,17212.22,322,2502
1065,APR DRG Code,217,17305.28,314,4651
1066,APR DRG Code,218,17359.655,264,3964
1067,APR DRG Code,219,17385.745000000003,40,1066
1068,APR DRG Code,220,17387.35,193,592
1069,APR DRG Code,221,17426.56,224,1967
1070,APR DRG Code,222,17497.16,262,1059
1071,APR DRG Code,223,17950.725,302,42096
1072,APR DRG Code,224,17975.18,740,463
1073,APR DRG Code,225,18149.57,24,7151
1074,APR DRG Code,226,18340.03,625,1313
1075,APR DRG Code,227,18480.309999999998,308,12068
1076,APR DRG Code,228,18744.83,229,3609
1077,APR DRG Code,229,18987.42,174,14646
1078,APR DRG Code,230,19185.8,301,34641
1079,APR DRG Code,231,19188.54,261,1876
1080,APR DRG Code,232,19348.415,621,570
1081,APR DRG Code,233,19543.475,363,1806
1082,APR DRG Code,234,19707.345,511,1022
1083,APR DRG Code,235,19798.28,401,1292
1084,APR DRG Code,236,19807.175,860,7802
1085,APR DRG Code,237,19849.37,22,1303
1086,APR DRG Code,238,20009.16,321,11384
1087,APR DRG Code,239,20123.025,121,4540
1088,APR DRG Code,240,20129.23,220,4603
1089,APR DRG Code,241,20208.49,171,5809
1090,APR DRG Code,242,20238.23,691,4029
1091,APR DRG Code,243,20449.635000000002,26,1418
1092,APR DRG Code,244,20898.3,650,240
1093,APR DRG Code,245,20993.65,843,17
1094,APR DRG Code,246,21211.28,312,714
1095,APR DRG Code,247,21306.45,863,121
1096,APR DRG Code,248,21739.94,711,4043
1097,APR DRG Code,249,22149.589999999997,221,18906
1098,APR DRG Code,250,22201.32,175,22476
1099,APR DRG Code,251,22279.65,890,2011
1100,APR DRG Code,252,22315.57,309,2399
1101,APR DRG Code,253,22479.91,131,831
1102,APR DRG Code,254,23229.725,177,448
1103,APR DRG Code,255,23957.29,681,2325
1104,APR DRG Code,256,24152.155,120,5870
1105,APR DRG Code,257,24466.269999999997,951,11740
1106,APR DRG Code,258,25230.48,305,3634
1107,APR DRG Code,259,25234.614999999998,180,2240
1108,APR DRG Code,260,25302.98,850,2447
1109,APR DRG Code,261,25320.96,181,9838
1110,APR DRG Code,262,25382.81,447,921
1111,APR DRG Code,263,25810.550000000003,692,222
1112,APR DRG Code,264,26101.89,614,2014
1113,APR DRG Code,265,27049.775,91,568
1114,APR DRG Code,266,27306.67,23,1993
1115,APR DRG Code,267,27628.870000000003,182,6504
1116,APR DRG Code,268,27634.18,49,939
1117,APR DRG Code,269,27666.175,622,906
1118,APR DRG Code,270,27711.22,444,928
1119,APR DRG Code,271,28078.25,405,703
1120,APR DRG Code,272,30335.455,441,1386
1121,APR DRG Code,273,30563.5,680,1333
1122,APR DRG Code,274,30675.565,950,4738
1123,APR DRG Code,275,30697.8,170,315
1124,APR DRG Code,276,31365.18,89,1260
1125,APR DRG Code,277,32459.885000000002,176,1136
1126,APR DRG Code,278,32570.975,90,338
1127,APR DRG Code,279,33287.45,260,2961
1128,APR DRG Code,280,33419.995,710,17866
1129,APR DRG Code,281,34294.17,169,1999
1130,APR DRG Code,282,34598.41,304,13967
1131,APR DRG Code,283,35002.545,21,8554
1132,APR DRG Code,284,35121.11,912,1665
1133,APR DRG Code,285,35546.479999999996,20,1172
1134,APR DRG Code,286,36453.774999999994,911,456
1135,APR DRG Code,287,37730.6,842,583
1136,APR DRG Code,288,40597.345,631,368
1137,APR DRG Code,289,41066.77,613,93
1138,APR DRG Code,290,41509.86,166,6107
1139,APR DRG Code,291,43402.24,167,4721
1140,APR DRG Code,292,46017.94,690,1520
1141,APR DRG Code,293,46460.99,130,3022
1142,APR DRG Code,294,47946.09,910,112
1143,APR DRG Code,295,52679.68,165,2627
1144,APR DRG Code,296,52796.36,611,414
1145,APR DRG Code,297,54267.84,163,4738
1146,APR DRG Code,298,54298.71,161,4107
1147,APR DRG Code,299,59252.95,612,931
1148,APR DRG Code,300,61039.490000000005,608,314
1149,APR DRG Code,301,68547.23,160,231
1150,APR DRG Code,302,69802.535,303,1648
1151,APR DRG Code,303,75315.3,440,1299
1152,APR DRG Code,304,80556.375,162,1196
1153,APR DRG Code,305,92554.59,607,601
1154,APR DRG Code,306,101961.96,603,131
1155,APR DRG Code,307,104583.06,609,199
1156,APR DRG Code,308,117327.72,6,40
1157,APR DRG Code,309,117564.9,630,233
1158,APR DRG Code,310,118034.84,3,1726
1159,APR DRG Code,311,121103.265,5,1812
1160,APR DRG Code,312,127087.38500000001,602,530
1161,APR DRG Code,313,135724.91,841,34
1162,APR DRG Code,314,151980.53,1,396
1163,APR DRG Code,315,167699.15,4,4119
1164,APR DRG Code,316,170279.47,593,521
1165,APR DRG Code,317,206938.52000000002,591,324
1166,APR DRG Code,318,224369.565,588,290
1167,APR DRG Code,319,337394.57999999996,583,42
1168,APR DRG Code,320,343621.06,2,265
1169,APR DRG Description,1,1671.635,"Neonate, transferred < 5 days old, born here",1654
1170,APR DRG Description,2,1947.22,"Neonate birthwt >2499g, normal newborn or neonate w other problem",190245
1171,APR DRG Description,3,2334.52,Neonate bwt <500g or GA <24 weeks,390
1172,APR DRG Description,4,2641.36,False labor,629
1173,APR DRG Description,5,2656.885,"Drug & alcohol abuse or dependence, left against medical advice",13174
1174,APR DRG Description,6,2949.985,"Neonate bwt 2000-2499g, normal newborn or neonate w other problem",8340
1175,APR DRG Description,7,3507.775,Preterm labor,2058
1176,APR DRG Description,8,3843.02,Neonate birthwt >2499g w major anomaly,3895
1177,APR DRG Description,9,3861.86,Principal diagnosis invalid as discharge diagnosis,43
1178,APR DRG Description,10,4218.81,Opioid abuse & dependence,15207
1179,APR DRG Description,11,4334.674999999999,Other antepartum diagnoses,13060
1180,APR DRG Description,12,4351.22,"Abortion w/o D&C, aspiration curettage or hysterotomy",527
1181,APR DRG Description,13,4351.8,Cocaine abuse & dependence,5212
1182,APR DRG Description,14,4585.43,"Neonate, transferred <5 days old, not born here",55
1183,APR DRG Description,15,4614.29,Adjustment disorders & neuroses except depressive diagnoses,4002
1184,APR DRG Description,16,4795.795,Allergic reactions,1638
1185,APR DRG Description,17,5060.705,Abdominal pain,5564
1186,APR DRG Description,18,5098.61,Postpartum & post abortion diagnoses w/o procedure,3777
1187,APR DRG Description,19,5273.88,Menstrual & other female reproductive system disorders,1964
1188,APR DRG Description,20,5343.215,Chest pain,12208
1189,APR DRG Description,21,5437.14,Alcohol abuse & dependence,21685
1190,APR DRG Description,22,5525.985,Angina pectoris & coronary atherosclerosis,13324
1191,APR DRG Description,23,5564.9,Infections of upper respiratory tract,10920
1192,APR DRG Description,24,5584.555,Acute anxiety & delirium states,3376
1193,APR DRG Description,25,5589.345,"Other gastroenteritis, nausa & vomiting",20940
1194,APR DRG Description,26,5631.6,Migraine & other headaches,4769
1195,APR DRG Description,27,5637.82,Neonate birthwt >2499g w other significant condition,6267
1196,APR DRG Description,28,5667.16,Depression except major depressive disorder,11713
1197,APR DRG Description,29,5717.87,Vertigo & other labyrinth disorders,5189
1198,APR DRG Description,30,5765.924999999999,Other drug abuse & dependence,1896
1199,APR DRG Description,31,5833.4349999999995,"Concussion, closed skull Fx nos,uncomplicated intracranial injury, coma < 1 hr or no coma",2320
1200,APR DRG Description,32,5903.18,Other O.R. proc for obstetric diagnoses except delivery diagnoses,740
1201,APR DRG Description,33,5978.94,Urinary stones & acquired upper urinary tract obstruction,5931
1202,APR DRG Description,34,6026.98,Viral illness,4179
1203,APR DRG Description,35,6115.2,Tonsil & adenoid procedures,1745
1204,APR DRG Description,36,6116.715,Hypovolemia & related electrolyte disorders,10826
1205,APR DRG Description,37,6177.209999999999,Bronchiolitis & RSV pneumonia,7228
1206,APR DRG Description,38,6216.16,"Contusion, open wound & other trauma to skin & subcutaneous tissue",4165
1207,APR DRG Description,39,6260.4400000000005,Female reproductive system infections,1564
1208,APR DRG Description,40,6282.335,Transient ischemia,7842
1209,APR DRG Description,41,6282.56,Intestinal obstruction,14009
1210,APR DRG Description,42,6289.31,"Respiratory signs, symptoms & minor diagnoses",7561
1211,APR DRG Description,43,6321.08,"D&C, aspiration curettage or hysterotomy for obstetric diagnoses",1762
1212,APR DRG Description,44,6322.85,Vaginal delivery,138842
1213,APR DRG Description,45,6340.17,Asthma,19613
1214,APR DRG Description,46,6385.085,"Other ear, nose, mouth,throat & cranial/facial diagnoses",3832
1215,APR DRG Description,47,6470.92,"Other skin, subcutaneous tissue & breast disorders",3566
1216,APR DRG Description,48,6473.07,Cardiac arrhythmia & conduction disorders,31805
1217,APR DRG Description,49,6507.655,Syncope & collapse,17602
1218,APR DRG Description,50,6548.36,Fever,3477
1219,APR DRG Description,51,6556.98,Dental & oral diseases & injuries,2297
1220,APR DRG Description,52,6570.095,Disorders of personality & impulse control,1584
1221,APR DRG Description,53,6585.57,"Other injury, poisoning & toxic effect diagnoses",987
1222,APR DRG Description,54,6618.96,Disorders of pancreas except malignancy,14358
1223,APR DRG Description,55,6639.555,Cellulitis & other skin infections,32702
1224,APR DRG Description,56,6696.445,Poisoning of medicinal agents,10832
1225,APR DRG Description,57,6753.68,Alcohol & drug dependence w rehab or rehab/detox therapy,18566
1226,APR DRG Description,58,6790.175,Eye disorders except major infections,2104
1227,APR DRG Description,59,6832.530000000001,Hypertension,10232
1228,APR DRG Description,60,6851.895,Fracture of femur,1974
1229,APR DRG Description,61,6861.7,Viral meningitis,679
1230,APR DRG Description,62,6971.095,Seizure,25766
1231,APR DRG Description,63,6991.7,Diverticulitis & diverticulosis,14565
1232,APR DRG Description,64,7018.505,Diabetes,22292
1233,APR DRG Description,65,7042.22,Vaginal delivery w complicating procedures exc sterilization &/or D&C,4097
1234,APR DRG Description,66,7061.34,Male reproductive system diagnoses except malignancy,2603
1235,APR DRG Description,67,7112.005,Electrolyte disorders except hypovolemia related,12906
1236,APR DRG Description,68,7145.66,"Fractures & dislocations except femur, pelvis & back",6327
1237,APR DRG Description,69,7154.64,Other musculoskeletal system & connective tissue diagnoses,14205
1238,APR DRG Description,70,7173.13,Toxic effects of non-medicinal substances,4575
1239,APR DRG Description,71,7176.09,Other anemia & disorders of blood & blood-forming organs,14209
1240,APR DRG Description,72,7219.92,Other digestive system diagnoses,18136
1241,APR DRG Description,73,7251.34,Other esophageal disorders,5077
1242,APR DRG Description,74,7278.24,"Signs, symptoms & other factors influencing health status",12112
1243,APR DRG Description,75,7305.965,Kidney & urinary tract infections,30274
1244,APR DRG Description,76,7331.18,Fracture of pelvis or dislocation of hip,2695
1245,APR DRG Description,77,7357.63,"Other kidney & urinary tract diagnoses, signs & symptoms",4102
1246,APR DRG Description,78,7549.06,"Peripheral, cranial & autonomic nerve disorders",5427
1247,APR DRG Description,79,7624.6900000000005,Other pneumonia,34552
1248,APR DRG Description,80,7665.06,Other circulatory system diagnoses,6625
1249,APR DRG Description,81,7677.25,Vaginal delivery w sterilization &/or D&C,3283
1250,APR DRG Description,82,7718.84,Inflammatory bowel disease,5490
1251,APR DRG Description,83,7722.285,Gastrointestinal vascular insufficiency,1834
1252,APR DRG Description,84,7738.52,"Other back & neck disorders, fractures & injuries",14421
1253,APR DRG Description,85,7900.955,Other complications of treatment,4644
1254,APR DRG Description,86,7902.29,Major chest & respiratory trauma,4415
1255,APR DRG Description,87,8041.615,Chronic obstructive pulmonary disease,43704
1256,APR DRG Description,88,8059.75,Ectopic pregnancy procedure,1128
1257,APR DRG Description,89,8074.21,Cardiac arrest and shock,1164
1258,APR DRG Description,90,8163.52,Behavioral disorders,2390
1259,APR DRG Description,91,8226.21,Partial thickness burns without skin graft,1482
1260,APR DRG Description,92,8260.38,Nonspecific CVA & precerebral occlusion w/o infarct,991
1261,APR DRG Description,93,8305.575,Major depressive disorders & other/unspecified psychoses,23944
1262,APR DRG Description,94,8349.485,Acute major eye infections,546
1263,APR DRG Description,95,8486.54,Disorders of gallbladder & biliary tract,8059
1264,APR DRG Description,96,8523.29,Other infectious & parasitic diseases,3417
1265,APR DRG Description,97,8542.865,Testes & scrotal procedures,464
1266,APR DRG Description,98,8554.195,Bipolar disorders,25430
1267,APR DRG Description,99,8557.9,Transurethral prostatectomy,1775
1268,APR DRG Description,100,8578.07,"Brain contusion/laceration & complicated skull Fx, coma < 1 hr or no coma",173
1269,APR DRG Description,101,8634.0,Pulmonary embolism,9725
1270,APR DRG Description,102,8678.78,Peripheral & other vascular disorders,11231
1271,APR DRG Description,103,8693.994999999999,Other mental health disorders,1002
1272,APR DRG Description,104,8703.88,Acute Kidney Injury,25029
1273,APR DRG Description,105,8732.93,"Other respiratory diagnoses except signs, symptoms & minor diagnoses",6280
1274,APR DRG Description,106,8769.45,Nontraumatic stupor & coma,5897
1275,APR DRG Description,107,8779.61,Acute myocardial infarction,16708
1276,APR DRG Description,108,8780.57,Peptic ulcer & gastritis,12105
1277,APR DRG Description,109,8788.06,Other endocrine disorders,5143
1278,APR DRG Description,110,8914.22,Appendectomy,11877
1279,APR DRG Description,111,8945.75,Major gastrointestinal & peritoneal infections,7945
1280,APR DRG Description,112,9008.46,Chronic Kidney Disease,3772
1281,APR DRG Description,113,9012.17,Other disorders of the liver,3371
1282,APR DRG Description,114,9044.470000000001,Sickle cell anemia crisis,8702
1283,APR DRG Description,115,9127.075,Anal procedures,1066
1284,APR DRG Description,116,9128.29,"Malfunction, reaction & complication of GI device or procedure",3485
1285,APR DRG Description,117,9141.53,HIV w one signif HIV cond or w/o signif related cond,1431
1286,APR DRG Description,118,9358.98,Urethral & transurethral procedures,3377
1287,APR DRG Description,119,9372.27,Dilation & curettage for non-obstetric diagnoses,563
1288,APR DRG Description,120,9409.65,"Malfunction, reaction, complic of orthopedic device or procedure",1791
1289,APR DRG Description,121,9415.97,Cardiomyopathy,427
1290,APR DRG Description,122,9441.07,Cleft lip & palate repair,117
1291,APR DRG Description,123,9447.575,Cardiac structural & valvular disorders,1476
1292,APR DRG Description,124,9462.91,Cardiac catheterization for coronary artery disease,6527
1293,APR DRG Description,125,9484.3,Other & unspecified gastrointestinal hemorrhage,14643
1294,APR DRG Description,126,9489.36,Hand & wrist procedures,1154
1295,APR DRG Description,127,9500.98,Major skin disorders,796
1296,APR DRG Description,128,9733.119999999999,Heart failure,61678
1297,APR DRG Description,129,9811.17,"Thyroid, parathyroid & thyroglossal procedures",2025
1298,APR DRG Description,130,9842.875,Skin ulcers,4016
1299,APR DRG Description,131,9978.35,Head trauma w coma >1 hr or hemorrhage,6842
1300,APR DRG Description,132,10017.41,Female reproductive system reconstructive procedures,549
1301,APR DRG Description,133,10037.86,Major esophageal disorders,1222
1302,APR DRG Description,134,10051.880000000001,Cesarean delivery,74558
1303,APR DRG Description,135,10171.555,Uterine & adnexa procedures for non-malignancy except leiomyoma,5878
1304,APR DRG Description,136,10175.54,Organic mental health disturbances,4991
1305,APR DRG Description,137,10211.689999999999,"Malnutrition, failure to thrive & other nutritional disorders",3478
1306,APR DRG Description,138,10288.55,Hepatic coma & other major acute liver disorders,3698
1307,APR DRG Description,139,10299.465,"Other skin, subcutaneous tissue & related procedures",5448
1308,APR DRG Description,140,10308.71,"Inguinal, femoral & umbilical hernia procedures",2136
1309,APR DRG Description,141,10346.49,Inborn errors of metabolism,809
1310,APR DRG Description,142,10404.96,Eye procedures except orbit,577
1311,APR DRG Description,143,10431.2,"Malfunction, reaction, complic of genitourinary device or proc",8889
1312,APR DRG Description,144,10443.08,Ungroupable,197
1313,APR DRG Description,145,10481.935,Multiple sclerosis & other demyelinating diseases,2338
1314,APR DRG Description,146,10597.654999999999,Female reproductive system malignancy,1370
